Element Code,System,Table,Element,System Type ,Level ,HIV,Program Area,Goal ,Potential Overlap (HIV),Goal1,Goal2,Goal3,Array
271,DHA-MIS,DHA,ART (for assessment),Electronic,Central ,Y,ART,4,?,4,,,[4]
272,DHA-MIS,DHA,ART 0-3 weeks,Electronic,Central ,Y,ART,4,?,4,,,[4]
273,DHA-MIS,DHA,ART 4+ weeks,Electronic,Central ,Y,ART,4,?,4,,,[4]
274,DHA-MIS,DHA,ART clinic days per week,Electronic,Central ,Y,ART,48,?,4,8,,"[4,8]"
275,DHA-MIS,DHA,ART clinic logistics,Electronic,Central ,Y,ART,48,?,4,8,,"[4,8]"
276,DHA-MIS,DHA,ART clinic registrations,Electronic,Central ,Y,ART,4,?,4,,,[4]
277,DHA-MIS,DHA,ART cohort analysis,Electronic,Central ,Y,ART,4,?,4,,,[4]
278,DHA-MIS,DHA,ART cohort registration group outcomes,Electronic,Central ,Y,ART,4,?,4,,,[4]
279,DHA-MIS,DHA,ART eligibility determined,Electronic,Central ,Y,ART,4,?,4,,,[4]
280,DHA-MIS,DHA,ART follow-up days,Electronic,Central ,Y,ART,4,?,4,,,[4]
281,DHA-MIS,DHA,ART init and contin direct at ANC/MCH,Electronic,Central ,Y,ART,4,?,4,,,[4]
282,DHA-MIS,DHA,ART initiation days,Electronic,Central ,Y,ART,4,?,4,,,[4]
283,DHA-MIS,DHA,ART initiations after recent TB (ART prog),Electronic,Central ,Y,ART,4,?,4,,,[4]
284,DHA-MIS,DHA,ART initiations with current TB (ART prog),Electronic,Central ,Y,ART,4,?,4,,,[4]
285,DHA-MIS,DHA,ART outcomes cumulative,Electronic,Central ,Y,ART,4,?,4,,,[4]
286,DHA-MIS,DHA,ART pat. card adult (yellow),Electronic,Central ,Y,?,4,?,4,,,[4]
287,DHA-MIS,DHA,ART pat. card paed. (blue),Electronic,Central ,Y,?,4,?,4,,,[4]
288,DHA-MIS,DHA,ART patients in transit between sites,Electronic,Central ,Y,ART,4,?,4,,,[4]
289,DHA-MIS,DHA,ART patients walking,Electronic,Central ,Y,ART,4,?,4,,,[4]
290,DHA-MIS,DHA,ART patients working,Electronic,Central ,Y,ART,4,?,4,,,[4]
291,DHA-MIS,DHA,ART program,Electronic,Central ,Y,ART,4,?,4,,,[4]
292,DHA-MIS,DHA,ART register,Electronic,Central ,Y,ART,4,?,4,,,[4]
293,DHA-MIS,DHA,ART registration data cumulative,Electronic,Central ,Y,ART,4,?,4,,,[4]
294,DHA-MIS,DHA,ART registration data quarter,Electronic,Central ,Y,ART,4,?,4,,,[4]
295,DHA-MIS,DHA,ART re-initiations,Electronic,Central ,Y,ART,4,?,4,,,[4]
296,DHA-MIS,DHA,ART side effects,Electronic,Central ,Y,ART,4,?,4,,,[4]
297,DHA-MIS,DHA,ART survival 12 months (children),Electronic,Central ,Y,ART,4,N,4,,,[4]
298,DHA-MIS,DHA,ART survival 24 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
299,DHA-MIS,DHA,ART survival 36 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
300,DHA-MIS,DHA,ART survival 36 months (Option B+),Electronic,Central ,Y,ART,4,N,4,,,[4]
301,DHA-MIS,DHA,ART survival 48 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
302,DHA-MIS,DHA,ART survival 48 months (Option B+),Electronic,Central ,Y,ART,4,N,4,,,[4]
303,DHA-MIS,DHA,ART survival 60 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
304,DHA-MIS,DHA,ART survival 72 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
305,DHA-MIS,DHA,ART survival 84 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
306,DHA-MIS,DHA,ART survival 96 months (all ages),Electronic,Central ,Y,ART,4,N,4,,,[4]
307,DHA-MIS,DHA,ART survival analysis,Electronic,Central ,Y,ART,4,N,4,,,[4]
308,DHA-MIS,DHA,ART survival analysis (data export),Electronic,Central ,Y,ART,4,N,4,,,[4]
309,DHA-MIS,DHA,ART transfers in,Electronic,Central ,Y,ART,4,Y,4,,,[4]
310,DHA-MIS,DHA,Artesunate,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
311,DHA-MIS,DHA,Artesunate / amodiaquine,Electronic,Central ,Y,ART,14,Y,1,4,,"[1,4]"
312,DHA-MIS,DHA,ARTOutcAdh,Electronic,Central ,Y,ART,4,Y,4,,,[4]
313,DHA-MIS,DHA,ARTOutcSE,Electronic,Central ,Y,ART,4,?,4,,,[4]
314,DHA-MIS,DHA,ARV drug register complete,Electronic,Central ,Y,ART,148,N,1,4,8,"[1,4,8]"
315,DHA-MIS,DHA,ARV during labour,Electronic,Central ,Y,ART,46,Y,4,6,,"[4,6]"
316,DHA-MIS,DHA,ARV during pregnancy,Electronic,Central ,Y,ART,46,Y,4,6,,"[4,6]"
317,DHA-MIS,DHA,ARVs,Electronic,Central ,Y,ART,4,?,4,,,[4]
318,DHA-MIS,DHA,Asphyxia,Electronic,Central ,Y,ART,4,?,4,,,[4]
319,DHA-MIS,DHA,ATV / r,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
320,DHA-MIS,DHA,AVD,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
321,DHA-MIS,DHA,Azithromycin,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
322,DHA-MIS,DHA,AZT,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
323,DHA-MIS,DHA,AZT / 3TC,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
324,DHA-MIS,DHA,AZT / 3TC / NVP,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
325,DHA-MIS,DHA,AZT 0-3 weeks,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
326,DHA-MIS,DHA,AZT 4+ weeks,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
327,DHA-MIS,DHA,BA,Electronic,Central ,Y,?,4,?,4,,,[4]
328,DHA-MIS,DHA,Bad stock management at site,Electronic,Central ,Y,ART,148,Y,1,4,8,"[1,4,8]"
329,DHA-MIS,DHA,Balaka,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
330,DHA-MIS,DHA,Baylor,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
331,DHA-MIS,DHA,Before 5days,Electronic,Central ,Y,?,14,,1,4,,"[1,4]"
332,DHA-MIS,DHA,Below 24hrs,Electronic,Central ,Y,?,14,,1,4,,"[1,4]"
333,DHA-MIS,DHA,Benzathine Penicillin,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
334,DHA-MIS,DHA,BF not started within 60min,Electronic,Central ,Y,?,4,?,4,,,[4]
335,DHA-MIS,DHA,BF started within 60min,Electronic,Central ,Y,?,4,?,4,,,[4]
336,DHA-MIS,DHA,Blantyre,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
337,DHA-MIS,DHA,BldHepB,Electronic,Central ,Y,ART,4,?,4,,,[4]
338,DHA-MIS,DHA,BldHepC,Electronic,Central ,Y,ART,4,?,4,,,[4]
339,DHA-MIS,DHA,BldHIV,Electronic,Central ,Y,ART,4,?,4,,,[4]
340,DHA-MIS,DHA,BldMal,Electronic,Central ,Y,ART,4,?,4,,,[4]
341,DHA-MIS,DHA,BldSumOutc,Electronic,Central ,Y,ART,4,?,4,,,[4]
342,DHA-MIS,DHA,BldSyp,Electronic,Central ,Y,ART,4,?,4,,,[4]
343,DHA-MIS,DHA,BldXmatch,Electronic,Central ,Y,ART,4,?,4,,,[4]
344,DHA-MIS,DHA,Bleomycine,Electronic,Central ,Y,ART,4,?,4,,,[4]
345,DHA-MIS,DHA,blist packs,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
346,DHA-MIS,DHA,Blood Collection,,,,,,,N,,,[N]
347,DHA-MIS,DHA,Blood donor register,Electronic,Central ,Y,BS,4,?,4,,,[4]
348,DHA-MIS,DHA,Blood group typing (for units and patients),Electronic,Central ,Y,BS,4,?,4,,,[4]
349,DHA-MIS,DHA,Blood lancet,Electronic,Central ,Y,BS,4,?,4,,,[4]
350,DHA-MIS,DHA,Blood safety,Electronic,Central ,Y,BS,4,?,4,,,[4]
351,DHA-MIS,DHA,Blood safety - 1st month,Electronic,Central ,Y,BS,4,?,4,,,[4]
352,DHA-MIS,DHA,Blood safety - 2nd month,Electronic,Central ,Y,BS,4,?,4,,,[4]
353,DHA-MIS,DHA,Blood safety - 3rd month,Electronic,Central ,Y,BS,4,?,4,,,[4]
354,DHA-MIS,DHA,Blood safety report,Electronic,Central ,Y,BS,4,?,4,,,[4]
355,DHA-MIS,DHA,Blood safety report check sums,Electronic,Central ,Y,BS,4,?,4,,,[4]
356,DHA-MIS,DHA,Blood safety report version 1,Electronic,Central ,Y,BS,4,?,4,,,[4]
357,DHA-MIS,DHA,Blood Transfusion,Electronic,Central ,Y,BS,4,?,4,,,[4]
358,DHA-MIS,DHA,Blood units cross-matched (by source),Electronic,Central ,Y,BS,4,?,4,,,[4]
359,DHA-MIS,DHA,Blood units cross-matched by patient group,Electronic,Central ,Y,BS,4,?,4,,,[4]
360,DHA-MIS,DHA,books,Electronic,Central ,Y,OTHER,7,?,7,,,[7]
361,DHA-MIS,DHA,bottles,Electronic,Central ,Y,OTHER,7,?,7,,,[7]
362,DHA-MIS,DHA,boxes,Electronic,Central ,Y,OTHER,7,?,7,,,[7]
363,DHA-MIS,DHA,Breastfeeding initiated,Electronic,Central ,Y,PMTCT,6,Y,6,,,[6]
364,DHA-MIS,DHA,Breech,Electronic,Central ,Y,?,4,?,4,,,[4]
365,DHA-MIS,DHA,BU,Electronic,Central ,Y,?,4,?,4,,,[4]
366,DHA-MIS,DHA,bundles,Electronic,Central ,Y,?,4,?,4,,,[4]
367,DHA-MIS,DHA,Business,,,,,,,N,,,[N]
368,DHA-MIS,DHA,Caesarean section,Electronic,Central ,Y,PMTCT,6,Y,6,,,[6]
369,DHA-MIS,DHA,Calculated data elements,,,,,,,N,,,[N]
370,DHA-MIS,DHA,Calculated indicators,,,,,,,N,,,[N]
371,DHA-MIS,DHA,Capillary tubes,Electronic,Central ,Y,?,4,?,4,,,[4]
372,DHA-MIS,DHA,"Category A: MO, CO, nurse/midwife, MA",Electronic,Central ,Y,OTHER,7,,7,,,[7]
373,DHA-MIS,DHA,"Category B: PA, WA, HSA",Electronic,Central ,Y,OTHER,7,,7,,,[7]
374,DHA-MIS,DHA,Category C: Other,Electronic,Central ,Y,ART,7,,7,,,[7]
375,DHA-MIS,DHA,CD4 below threshold,Electronic,Central ,Y,ART,4,Y,4,,,[4]
376,DHA-MIS,DHA,CD4 counting,Electronic,Central ,Y,ART,4,?,4,,,[4]
377,DHA-MIS,DHA,CD4 unknown or >threshold,Electronic,Central ,Y,ART,4,Y,4,,,[4]
378,DHA-MIS,DHA,Ceftriaxone,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
379,DHA-MIS,DHA,Central East Zone,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
380,DHA-MIS,DHA,,,,,,,,N,,,[N]
381,DHA-MIS,DHA,,,,,,,,N,,,[N]
382,DHA-MIS,DHA,,,,,,,,N,,,[N]
383,DHA-MIS,DHA,,,,,,,,N,,,[N]
384,DHA-MIS,DHA,Chase buffer,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
385,DHA-MIS,DHA,CHECK: Total babies,Electronic,Central ,Y,DQC,8,N,8,,,[8]
386,DHA-MIS,DHA,CHECK: Total clients age group,Electronic,Central ,Y,DQC,8,N,8,,,[8]
387,DHA-MIS,DHA,CHECK: Total HIV +,Electronic,Central ,Y,DQC,8,N,8,,,[8]
388,DHA-MIS,DHA,CHECK: Total HIV ascertainment,Electronic,Central ,Y,DQC,8,N,8,,,[8]
389,DHA-MIS,DHA,CHECK: Total potential donors (sum HepB testing),Electronic,Central ,Y,DQC,8,N,8,,,[8]
390,DHA-MIS,DHA,CHECK: Total potential donors (sum HepC testing),Electronic,Central ,Y,DQC,8,N,8,,,[8]
391,DHA-MIS,DHA,CHECK: Total potential donors (sum HIV testing),Electronic,Central ,Y,DQC,8,N,8,,,[8]
392,DHA-MIS,DHA,CHECK: Total potential donors (sum malaria tests),Electronic,Central ,Y,DQC,8,N,8,,,[8]
393,DHA-MIS,DHA,CHECK: Total potential donors (sum outcomes),Electronic,Central ,Y,DQC,8,N,8,,,[8]
394,DHA-MIS,DHA,CHECK: Total potential donors (sum Syp testing),Electronic,Central ,Y,DQC,8,N,8,,,[8]
395,DHA-MIS,DHA,CHECK: Total pre-op status,Electronic,Central ,Y,DQC,8,N,8,,,[8]
396,DHA-MIS,DHA,CHECK: Total STI clients (sum age),Electronic,Central ,Y,DQC,8,N,8,,,[8]
397,DHA-MIS,DHA,CHECK: Total STI clients (sum client type),Electronic,Central ,Y,DQC,8,N,8,,,[8]
398,DHA-MIS,DHA,CHECK: Total STI clients (sum diagnosis),Electronic,Central ,Y,DQC,8,N,8,,,[8]
399,DHA-MIS,DHA,CHECK: Total STI clients (sum ever treated),Electronic,Central ,Y,DQC,8,N,8,,,[8]
400,DHA-MIS,DHA,CHECK: Total STI clients (sum HIV status),Electronic,Central ,Y,DQC,8,N,8,,,[8]
401,DHA-MIS,DHA,CHECK: Total STI clients (sum sex),Electronic,Central ,Y,DQC,8,N,8,,,[8]
402,DHA-MIS,DHA,CHECK: Total tested (access type sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
403,DHA-MIS,DHA,CHECK: Total tested (age sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
404,DHA-MIS,DHA,CHECK: Total tested (last HIV test sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
405,DHA-MIS,DHA,CHECK: Total tested (partner present sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
406,DHA-MIS,DHA,CHECK: Total tested (result sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
407,DHA-MIS,DHA,CHECK: Total tested (sex sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
408,DHA-MIS,DHA,CHECK: Total tested (test sum),Electronic,Central ,Y,DQC,8,N,8,,,[8]
409,DHA-MIS,DHA,CHECK: Total VMMC 1st Visits,Electronic,Central ,Y,DQC,8,N,8,,,[8]
410,DHA-MIS,DHA,CHECK: Total VMMC 2nd visits,Electronic,Central ,Y,DQC,8,N,8,,,[8]
411,DHA-MIS,DHA,CHECK: Total VMMC location,Electronic,Central ,Y,DQC,8,N,8,,,[8]
412,DHA-MIS,DHA,CHECK: Total VMMC method,Electronic,Central ,Y,DQC,8,N,8,,,[8]
413,DHA-MIS,DHA,CHECK: Total VMMC severe AE,Electronic,Central ,Y,DQC,8,N,8,,,[8]
414,DHA-MIS,DHA,CHECK: Total women,Electronic,Central ,Y,DQC,8,N,8,,,[8]
415,DHA-MIS,DHA,CHECK: Total women HIV+,Electronic,Central ,Y,DQC,8,N,8,,,[8]
416,DHA-MIS,DHA,CHECK: Total women in cohort,Electronic,Central ,Y,DQC,8,N,8,,,[8]
417,DHA-MIS,DHA,CHECK: Women delivered here,Electronic,Central ,Y,DQC,8,N,8,,,[8]
418,DHA-MIS,DHA,Checked / unchecked data,Electronic,Central ,Y,DQC,8,N,8,,,[8]
419,DHA-MIS,DHA,Chief Lab Officer,Electronic,Central ,Y,OTHER,,Y,N,,,[N]
420,DHA-MIS,DHA,Chikwawa,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
421,DHA-MIS,DHA,Children 0-14 yrs,Electronic,Central ,Y,ART,4,?,4,,,[4]
422,DHA-MIS,DHA,Children 12 mths - 14 yrs (Age group B),Electronic,Central ,Y,ART,4,?,4,,,[4]
423,DHA-MIS,DHA,Children 2 - below 24 months,Electronic,Central ,Y,ART,4,?,4,,,[4]
424,DHA-MIS,DHA,Children 2-14 yrs,Electronic,Central ,Y,ART,4,?,4,,,[4]
425,DHA-MIS,DHA,Children 24 months - 14 years,Electronic,Central ,Y,ART,4,?,4,,,[4]
426,DHA-MIS,DHA,Children below 12 mths (Age group A),Electronic,Central ,Y,ART,4,?,4,,,[4]
427,DHA-MIS,DHA,Children below 24 mths,Electronic,Central ,Y,ART,4,?,4,,,[4]
428,DHA-MIS,DHA,Chiradzulu,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
429,DHA-MIS,DHA,Chitipa,Electronic,Central ,N,SYSATTR,NA,Y,NA,,,[NA]
430,DHA-MIS,DHA,CHN Community Health Nurse,Electronic,Central ,Y,OTHER,,Y,N,,,[N]
431,DHA-MIS,DHA,Ciprofloxacin,Electronic,Central ,Y,DRUG,14,Y,1,4,,"[1,4]"
432,DHA-MIS,DHA,Clerk (ART),Electronic,Central ,Y,ART,4,,4,,,[4]
433,DHA-MIS,DHA,Clerk (Pharmacy),Electronic,Central ,Y,OTHER,,Y,N,,,[N]
434,DHA-MIS,DHA,Client type,Electronic,Central ,Y,ART,4,?,4,,,[4]
435,DHA-MIS,DHA,Clients at health facility (static),Electronic,Central ,Y,ART,48,Y,4,8,,"[4,8]"
436,DHA-MIS,DHA,Clients tested in the community,Electronic,Central ,Y,HTC,2,Y,2,,,[2]
437,DHA-MIS,DHA,Clinic quality checklist ver13,Electronic,Central ,Y,OTHER,8,?,8,,,[8]
438,DHA-MIS,DHA,Clinic quality checklist ver8.3,Electronic,Central ,Y,OTHER,8,?,8,,,[8]
439,DHA-MIS,DHA,Clinic quality checklist ver8.5,Electronic,Central ,Y,OTHER,8,?,8,,,[8]
440,DHA-MIS,DHA,Clinical staff,Electronic,Central ,Y,OTHER,,Y,N,,,[N]
441,DHA-MIS,DHA,Clinician,Electronic,Central ,Y,OTHER,,Y,N,,,[N]
442,DHA-MIS,DHA,Clinicians,Electronic,Central ,Y,OTHER,,Y,N,,,[N]
443,DHA-MIS,DHA,Clinicians trained in STI,Electronic,Central ,Y,QUAL,4,?,4,,,[4]
444,DHA-MIS,DHA,Clinicians trained in STI that are practicing,Electronic,Central ,Y,QUAL,4,?,4,,,[4]
445,DHA-MIS,DHA,Clinicians(MA/CO/MO) at the facilty,Electronic,Central ,Y,OTHER,4,?,4,,,[4]
446,DHA-MIS,DHA,Clotrimazole,Electronic,Central ,Y,DRUG,4,Y,4,,,[4]
447,DHA-MIS,DHA,CMS priority,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
448,DHA-MIS,DHA,CMS regular,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
449,DHA-MIS,DHA,Codeine,Electronic,Central ,Y,DRUG,4,Y,4,,,[4]
450,DHA-MIS,DHA,Competent and professional,Electronic,Central ,Y,OTHER,8,N,8,,,[8]
451,DHA-MIS,DHA,Condoms female,Electronic,Central ,Y,PREV,,Y,N,,,[N]
452,DHA-MIS,DHA,Condoms male,Electronic,Central ,Y,PREV,,Y,N,,,[N]
453,DHA-MIS,DHA,Confirmatory inconclusive,Electronic,Central ,Y,HTC,2,?,2,,,[2]
454,DHA-MIS,DHA,Confirmatory positive,Electronic,Central ,Y,HTC,2,?,2,,,[2]
455,DHA-MIS,DHA,Confirmatory results (previous positive clients),Electronic,Central ,Y,HTC,2,?,2,,,[2]
456,DHA-MIS,DHA,Confirmed HIV infection,Electronic,Central ,Y,HTC,2,?,2,,,[2]
457,DHA-MIS,DHA,Confirmed infected patients (pre-ART),Electronic,Central ,Y,HTC,2,?,2,,,[2]
458,DHA-MIS,DHA,Confirmed order in pipeline,Electronic,Central ,Y,ART,3,?,3,,,[3]
459,DHA-MIS,DHA,Consent given,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
460,DHA-MIS,DHA,Contraindication,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
461,DHA-MIS,DHA,Correct amount of blood,Electronic,Central ,Y,QUAL,,?,N,,,[N]
462,DHA-MIS,DHA,Correct amount of buffer,Electronic,Central ,Y,QUAL,1,Y,1,,,[1]
463,DHA-MIS,DHA,Correct incubation time Determine HIV,Electronic,Central ,Y,HTC,2,?,2,,,[2]
464,DHA-MIS,DHA,Correct incubation time for Uni-Gold HIV,Electronic,Central ,Y,HTC,2,?,2,,,[2]
465,DHA-MIS,DHA,Correct knowledge of testing algorithm,Electronic,Central ,Y,QUAL,8,N,8,,,[8]
466,DHA-MIS,DHA,Cotrimoxazole,Electronic,Central ,Y,DRUG,4,Y,4,,,[4]
467,DHA-MIS,DHA,Cotton wool available,Electronic,Central ,Y,QUAL,8,N,8,,,[8]
468,DHA-MIS,DHA,Counseled alone / Partner not present,Electronic,Central ,Y,HTC,2,?,2,,,[2]
469,DHA-MIS,DHA,Counseled with partner / partner present,Electronic,Central ,Y,HTC,2,?,2,,,[2]
470,DHA-MIS,DHA,Counseling session type / Partner present,Electronic,Central ,Y,HTC,2,?,2,,,[2]
471,DHA-MIS,DHA,"Counselling room clean, tidy",Electronic,Central ,Y,QUAL,2,?,2,,,[2]
472,DHA-MIS,DHA,Counsellor meeting conducted last quarter,Electronic,Central ,Y,QUAL,3,?,3,,,[3]
473,DHA-MIS,DHA,CPT register complete,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
474,DHA-MIS,DHA,Cross-matching report,Electronic,Central ,Y,DQA,8,N,8,,,[8]
475,DHA-MIS,DHA,Cryptococcal antigen,Electronic,Central ,Y,DRUG,4,Y,4,,,[4]
476,DHA-MIS,DHA,Cumulative,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
477,DHA-MIS,DHA,Current HIV infection status known,Electronic,Central ,Y,HTC,2,Y,2,,,[2]
478,DHA-MIS,DHA,Current HIV infection status unknown,Electronic,Central ,Y,HTC,2,Y,2,,,[2]
479,DHA-MIS,DHA,Currently enough staff to test all ANC women,Electronic,Central ,Y,QUAL,6,Y,6,,,[6]
480,DHA-MIS,DHA,d4T / 3TC,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
481,DHA-MIS,DHA,d4T / 3TC / NVP,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
482,DHA-MIS,DHA,Daily Activity Register available,Electronic,Central ,Y,DQA,8,N,8,,,[8]
483,DHA-MIS,DHA,Daily Activity Register correctly filled,Electronic,Central ,Y,DQA,8,N,8,,,[8]
484,DHA-MIS,DHA,Data dimensions,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
485,DHA-MIS,DHA,Data elements used in calc rules for distribution,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
486,DHA-MIS,DHA,Data entry error,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
487,DHA-MIS,DHA,Days from group counseling to ART initiation,Electronic,Central ,Y,ART,3,?,3,,,[3]
488,DHA-MIS,DHA,DBS cards for external QC available,Electronic,Central ,Y,DQA,8,N,8,,,[8]
489,DHA-MIS,DHA,"DBS kit (filter paper, lancet, etc.)",Electronic,Central ,Y,QUAL,?,?,UNK,,,[UNK]
490,DHA-MIS,DHA,ddI,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
491,DHA-MIS,DHA,Dedza,Electronic,Central ,Y,SYSATTR, ,Y,N,,,[N]
492,DHA-MIS,DHA,Defaulted,Electronic,Central ,Y,ART,4,Y,4,,,[4]
493,DHA-MIS,DHA,Delayed scheduled delivery,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
494,DHA-MIS,DHA,Delivery mode,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
495,DHA-MIS,DHA,Delivery place,Electronic,Central ,Y,DRUG,1,Y,1,,,[1]
496,DHA-MIS,DHA,Dep Forest,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
497,DHA-MIS,DHA,Depo-Provera,Electronic,Central ,Y,DRUG,6,Y,6,,,[6]
498,DHA-MIS,DHA,Determine HIV physical stock count,Electronic,Central ,Y,DQA,1,Y,1,,,[1]
499,DHA-MIS,DHA,Determine HIV stock card available,Electronic,Central ,Y,DQA,1,Y,1,,,[1]
500,DHA-MIS,DHA,Determine HIV stock card last entry date,Electronic,Central ,Y,DQA,1,Y,1,,,[1]
501,DHA-MIS,DHA,Determine HIV stock card last position,Electronic,Central ,Y,DQA,1,Y,1,,,[1]
502,DHA-MIS,DHA,Determine HIV1/2,Electronic,Central ,Y,HTC,2,?,2,,,[2]
503,DHA-MIS,DHA,Determine syphilis,Electronic,Central ,Y,ART,4,Y,4,,,[4]
504,DHA-MIS,DHA,Deviation from distribution list,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
505,DHA-MIS,DHA,Device,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
506,DHA-MIS,DHA,Diagnostics,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
507,DHA-MIS,DHA,Died,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
508,DHA-MIS,DHA,Diflucan - CM maintenance cases given Oral susp,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
509,DHA-MIS,DHA,Diflucan - CM maintenance cases given Tabs,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
510,DHA-MIS,DHA,Diflucan - CM new cases given Oral susp,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
511,DHA-MIS,DHA,Diflucan - CM new cases given Tabs,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
512,DHA-MIS,DHA,Diflucan - Est. # of patients needing Dif. Per qtr,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
513,DHA-MIS,DHA,Diflucan - OC new cases given Oral susp,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
514,DHA-MIS,DHA,Diflucan - OC new cases given Tabs,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
515,DHA-MIS,DHA,Diflucan register filled for each bottle dispensed,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
516,DHA-MIS,DHA,Dignitas,Electronic,Central ,Y,?,,?,N,,,[N]
517,DHA-MIS,DHA,Dispensary,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
518,DHA-MIS,DHA,Disposable gloves available,Electronic,Central ,Y,QUAL, ,N,N,,,[N]
519,DHA-MIS,DHA,Disposal,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
520,DHA-MIS,DHA,District hospital,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
521,DHA-MIS,DHA,District level aggregate,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
522,DHA-MIS,DHA,District PMTCT/ART Coordinator,Electronic,Central ,Y,OTHER,8,Y,8,,,[8]
523,DHA-MIS,DHA,Districts,Electronic,Central ,Y,SYSATTR, ,N,N,,,[N]
524,DHA-MIS,DHA,DNA-PCR results not (yet) received at facility,Electronic,Central ,Y,EID,6,Y,6,,,[6]
525,DHA-MIS,DHA,DNA-PCR results received at facility,Electronic,Central ,Y,EID,6,Y,6,,,[6]
526,DHA-MIS,DHA,DNA-PCR results received at site (2-4 wks after Q),Electronic,Central ,Y,EID,6,Y,6,,,[6]
527,DHA-MIS,DHA,DNA-PCR results received by guardian,Electronic,Central ,Y,EID,6,Y,6,,,[6]
528,DHA-MIS,DHA,DNA-PCR specimens collected,Electronic,Central ,Y,EID,6,Y,6,,,[6]
529,DHA-MIS,DHA,DNA-PCR specimens collected and results received,Electronic,Central ,Y,EID,6,Y,6,,,[6]
530,DHA-MIS,DHA,DNA-PCR specimens recorded in logbook,Electronic,Central ,Y,EID,6,Y,6,,,[6]
531,DHA-MIS,DHA,DNO District Nursing Officer,Electronic,Central ,Y,OTHER,8,Y,8,,,[8]
532,DHA-MIS,DHA,DOD,Electronic,Central ,Y,SYSATTR, ,Y,N,,,[N]
533,DHA-MIS,DHA,Donated,Electronic,Central ,Y,?,?,?,UNK,,,[UNK]
